<header>
RTComments=
DataPeriod=10000
TimeMeasure=c
</header>
<table>
key	event	time	dur	tmofday
Reset				ВН 19.01 м 1
Num3	Рукав С	82.79	ON	01:22
Num3	Рукав С	90.27	OFF	01:30
Num0	Центр	90.27	ON	01:30
Num0	Центр	96.41	OFF	01:36
Num1	Рукав А	96.41	ON	01:36
Num1	Рукав А	115.29	OFF	01:55
Num0	Центр	115.29	ON	01:55
Num0	Центр	118.05	OFF	01:58
Num3	Рукав С	118.05	ON	01:58
Num3	Рукав С	133.97	OFF	02:13
Num0	Центр	133.97	ON	02:13
Num0	Центр	154.17	OFF	02:34
Num1	Рукав А	154.17	ON	02:34
Exit		300		
Reset				ВН 19.01 м 7
Num0	Центр	0.39	ON	0:00
Num0	Центр	4.64	OFF	0:04
Num2	Рукав В	4.64	ON	0:04
Num2	Рукав В	25.56	OFF	0:25
Num0	Центр	25.56	ON	0:25
Num0	Центр	26.6	OFF	0:26
Num3	Рукав С	26.6	ON	0:26
Num3	Рукав С	46.73	OFF	0:46
Num0	Центр	46.73	ON	0:46
Num0	Центр	47.6	OFF	0:47
Num1	Рукав А	47.6	ON	0:47
Num1	Рукав А	76.09	OFF	01:16
Num0	Центр	76.09	ON	01:16
Num0	Центр	80.79	OFF	01:20
Num2	Рукав В	80.79	ON	01:20
Num2	Рукав В	100.23	OFF	01:40
Num0	Центр	100.23	ON	01:40
Num0	Центр	102.1	OFF	01:42
Num1	Рукав А	102.1	ON	01:42
Num1	Рукав А	146.12	OFF	02:26
Num0	Центр	146.12	ON	02:26
Num0	Центр	146.95	OFF	02:26
Num3	Рукав С	146.95	ON	02:26
Num3	Рукав С	164.57	OFF	02:44
Num0	Центр	164.57	ON	02:44
Num0	Центр	165.43	OFF	02:45
Num2	Рукав В	165.43	ON	02:45
Num2	Рукав В	200.75	OFF	03:20
Num0	Центр	200.75	ON	03:20
Num0	Центр	201.29	OFF	03:21
Num3	Рукав С	201.29	ON	03:21
Num3	Рукав С	233.34	OFF	03:53
Num0	Центр	233.34	ON	03:53
Num0	Центр	236.86	OFF	03:56
Num1	Рукав А	236.86	ON	03:56
Num1	Рукав А	264.18	OFF	04:24
Num0	Центр	264.18	ON	04:24
Num0	Центр	266.22	OFF	04:26
Num2	Рукав В	266.22	ON	04:26
Num2	Рукав В	287.05	OFF	04:47
Num0	Центр	287.05	ON	04:47
Num0	Центр	292.64	OFF	04:52
Num3	Рукав С	292.64	ON	04:52
Exit		300		
Reset				ВН 19.01 м 8
Num0	Центр	0.44	ON	0:00
Num0	Центр	12.57	OFF	0:12
Num1	Рукав А	12.57	ON	0:12
Num1	Рукав А	28.4	OFF	0:28
Num0	Центр	28.4	ON	0:28
Num0	Центр	30.65	OFF	0:30
Num2	Рукав В	30.65	ON	0:30
Num2	Рукав В	41.06	OFF	0:41
Num0	Центр	41.06	ON	0:41
Num0	Центр	43.63	OFF	0:43
Num3	Рукав С	43.63	ON	0:43
Num3	Рукав С	57.66	OFF	0:57
Num0	Центр	57.66	ON	0:57
Num0	Центр	60.05	OFF	01:00
Num2	Рукав В	60.05	ON	01:00
Num2	Рукав В	66.06	OFF	01:06
Num0	Центр	66.06	ON	01:06
Num0	Центр	66.86	OFF	01:06
Num1	Рукав А	66.86	ON	01:06
Num1	Рукав А	76.89	OFF	01:16
Num0	Центр	76.89	ON	01:16
Num0	Центр	81.27	OFF	01:21
Num3	Рукав С	81.27	ON	01:21
Num3	Рукав С	89	OFF	01:29
Num0	Центр	89	ON	01:29
Num0	Центр	91.07	OFF	01:31
Num1	Рукав А	91.07	ON	01:31
Num1	Рукав А	109.77	OFF	01:49
Num0	Центр	109.77	ON	01:49
Num0	Центр	122.67	OFF	02:02
Num2	Рукав В	122.67	ON	02:02
Num2	Рукав В	135.68	OFF	02:15
Num0	Центр	135.68	ON	02:15
Num0	Центр	140.17	OFF	02:20
Num1	Рукав А	140.17	ON	02:20
Num1	Рукав А	160.49	OFF	02:40
Num0	Центр	160.49	ON	02:40
Num0	Центр	170.5	OFF	02:50
Num3	Рукав С	170.5	ON	02:50
Num3	Рукав С	184.95	OFF	03:04
Num0	Центр	184.95	ON	03:04
Num0	Центр	186.72	OFF	03:06
Num2	Рукав В	186.72	ON	03:06
Num2	Рукав В	200.88	OFF	03:20
Num0	Центр	200.88	ON	03:20
Num0	Центр	208.76	OFF	03:28
Num1	Рукав А	208.76	ON	03:28
Num1	Рукав А	236.45	OFF	03:56
Num0	Центр	236.45	ON	03:56
Num0	Центр	238.17	OFF	03:58
Num3	Рукав С	238.17	ON	03:58
Num3	Рукав С	260.23	OFF	04:20
Num0	Центр	260.23	ON	04:20
Exit		300		
Reset				ВН 19.01 м 9
Num0	Центр	0.33	ON	0:00
Num0	Центр	6.29	OFF	0:06
Num2	Рукав В	6.29	ON	0:06
Num2	Рукав В	17.38	OFF	0:17
Num0	Центр	17.38	ON	0:17
Num0	Центр	17.94	OFF	0:17
Num3	Рукав С	17.94	ON	0:17
Num3	Рукав С	28.13	OFF	0:28
Num0	Центр	28.13	ON	0:28
Num0	Центр	28.91	OFF	0:28
Num1	Рукав А	28.91	ON	0:28
Num1	Рукав А	43.73	OFF	0:43
Num0	Центр	43.73	ON	0:43
Num0	Центр	57.01	OFF	0:57
Num1	Рукав А	57.01	ON	0:57
Num1	Рукав А	73.98	OFF	01:13
Num0	Центр	73.98	ON	01:13
Num0	Центр	75.91	OFF	01:15
Num3	Рукав С	75.91	ON	01:15
Num3	Рукав С	84.31	OFF	01:24
Num0	Центр	84.31	ON	01:24
Num0	Центр	87.48	OFF	01:27
Num3	Рукав С	87.48	ON	01:27
Num3	Рукав С	102.76	OFF	01:42
Num0	Центр	102.76	ON	01:42
Num0	Центр	105.01	OFF	01:45
Num1	Рукав А	105.01	ON	01:45
Num1	Рукав А	117.28	OFF	01:57
Num0	Центр	117.28	ON	01:57
Num0	Центр	119.67	OFF	02:00
Num2	Рукав В	119.67	ON	02:00
Num2	Рукав В	125.53	OFF	02:05
Num0	Центр	125.53	ON	02:05
Num0	Центр	129.56	OFF	02:09
Num3	Рукав С	129.56	ON	02:09
Num3	Рукав С	140.96	OFF	02:20
Num0	Центр	140.96	ON	02:20
Num0	Центр	144.28	OFF	02:24
Num1	Рукав А	144.28	ON	02:24
Num1	Рукав А	159.4	OFF	02:39
Num0	Центр	159.4	ON	02:39
Num0	Центр	168.19	OFF	02:48
Num3	Рукав С	168.19	ON	02:48
Num3	Рукав С	186.79	OFF	03:06
Num0	Центр	186.79	ON	03:06
Num0	Центр	207.23	OFF	03:27
Num1	Рукав А	208.82	ON	03:28
Num1	Рукав А	230.74	OFF	03:50
Num0	Центр	230.74	ON	03:50
Num0	Центр	236.31	OFF	03:56
Num3	Рукав С	236.31	ON	03:56
Num3	Рукав С	272.96	OFF	04:32
Num0	Центр	272.96	ON	04:32
Num0	Центр	194.71	OFF	03:14
Num2	Рукав В	194.71	ON	03:14
Num2	Рукав В	285.03	OFF	04:45
Num0	Центр	285.03	ON	04:45
Num0	Центр	287.05	OFF	04:47
Num1	Рукав А	287.05	ON	04:47
Exit		300		
Reset				ВН 19.01 м 10
Num0	Центр	0.33	ON	0:00
Num0	Центр	10.19	OFF	0:10
Num3	Рукав С	10.19	ON	0:10
Num3	Рукав С	35.16	OFF	0:35
Num0	Центр	35.16	ON	0:35
Num0	Центр	39.16	OFF	0:39
Num1	Рукав А	39.16	ON	0:39
Num1	Рукав А	54.6	OFF	0:54
Num0	Центр	54.6	ON	0:54
Num0	Центр	56.47	OFF	0:56
Num2	Рукав В	56.47	ON	0:56
Num2	Рукав В	74.56	OFF	01:14
Num0	Центр	74.56	ON	01:14
Num0	Центр	85.19	OFF	01:25
Num2	Рукав В	85.19	ON	01:25
Num2	Рукав В	86.74	OFF	01:26
Num0	Центр	86.74	ON	01:26
Num0	Центр	94.08	OFF	01:34
Num1	Рукав А	94.08	ON	01:34
Num1	Рукав А	135.08	OFF	02:15
Num0	Центр	135.08	ON	02:15
Num0	Центр	142.23	OFF	02:22
Num2	Рукав В	142.23	ON	02:22
Num2	Рукав В	163.69	OFF	02:43
Num0	Центр	163.69	ON	02:43
Num0	Центр	166.89	OFF	02:46
Num1	Рукав А	166.89	ON	02:46
Num1	Рукав А	264.73	OFF	04:24
Num0	Центр	264.73	ON	04:24
Num0	Центр	272.89	OFF	04:32
Num1	Рукав А	272.89	ON	04:32
Exit		300		
Reset				ВН 19.01 м 11
Num0	Центр	0.27	ON	0:00
Num0	Центр	5.36	OFF	0:05
Num3	Рукав С	5.36	ON	0:05
Num3	Рукав С	33.83	OFF	0:33
Num0	Центр	33.83	ON	0:33
Num0	Центр	36.24	OFF	0:36
Num2	Рукав В	36.24	ON	0:36
Num2	Рукав В	54.9	OFF	0:54
Num0	Центр	54.9	ON	0:54
Num0	Центр	56.54	OFF	0:56
Num1	Рукав А	56.54	ON	0:56
Num1	Рукав А	78.3	OFF	01:18
Num0	Центр	78.3	ON	01:18
Num0	Центр	89.11	OFF	01:29
Num3	Рукав С	89.11	ON	01:29
Num3	Рукав С	123.18	OFF	02:03
Num0	Центр	123.18	ON	02:03
Num0	Центр	126.78	OFF	02:06
Num1	Рукав А	126.78	ON	02:06
Num1	Рукав А	161.14	OFF	02:41
Num0	Центр	161.14	ON	02:41
Num0	Центр	162.67	OFF	02:42
Num2	Рукав В	162.67	ON	02:42
Num2	Рукав В	187.34	OFF	03:07
Num0	Центр	187.34	ON	03:07
Num0	Центр	190.42	OFF	03:10
Num1	Рукав А	190.42	ON	03:10
Num1	Рукав А	229.59	OFF	03:49
Num0	Центр	229.59	ON	03:49
Num0	Центр	231.65	OFF	03:51
Num2	Рукав В	231.65	ON	03:51
Num2	Рукав В	258.67	OFF	04:18
Num0	Центр	258.67	ON	04:18
Num0	Центр	269.02	OFF	04:29
Num1	Рукав А	269.02	ON	04:29
Exit		300		
